Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
1001000153,Dr. Robert Mitchell,Palliative Care,Atlanta,GA,Abstral,REP-111,TERR-06,2,5,9,6,3,15,12.9117,24162.08,7.4436,0.066803,13.8728,hybrid
1001000154,Dr. Robert Wilson,Pain Management,Boston,MA,Subsys,REP-106,TERR-03,1,9,13,10,11,19,26.4469,56180.61,11.6201,0.106131,29.5201,hybrid
1001000155,Dr. Karen Green,Pain Management,Houston,TX,Fentora,REP-106,TERR-03,2,4,4,3,3,26,11.038,20804.48,5.7586,0.051456,11.6736,hybrid
1001000156,Dr. Richard Ramirez,Pain Management,Philadelphia,PA,Fentora,REP-110,TERR-05,2,5,7,5,3,22,13.4157,14905.52,6.2084,0.056169,14.2486,hybrid
1001000157,Dr. Carol Ramirez,Neurology,Phoenix,AZ,Actiq,REP-104,TERR-02,2,5,6,4,3,20,13.093,27565.56,5.7532,0.052071,13.8463,hybrid
1001000158,Dr. Stephanie Mitchell,Pain Management,Philadelphia,PA,Lazanda,REP-110,TERR-05,2,6,16,12,10,3,16.7064,18138.0,10.2251,0.092102,18.4146,hybrid
1001000159,Dr. Jessica Gonzalez,Palliative Care,Atlanta,GA,Fentora,REP-111,TERR-06,3,3,6,6,5,34,8.9168,10146.4,7.958,0.069111,9.6264,hybrid
1001000160,Dr. Ashley Torres,Palliative Care,Chicago,IL,Lazanda,REP-110,TERR-05,2,6,9,5,3,15,17.8562,20758.15,7.2263,0.066191,19.1465,hybrid
1001000161,Dr. Robert Thomas,Family Practice,Atlanta,GA,Actiq,REP-109,TERR-05,2,5,4,3,1,24,13.8114,26138.27,3.925,0.035946,14.3535,hybrid
1001000162,Dr. Donna Ramirez,Internal Medicine,Chicago,IL,Subsys,REP-104,TERR-02,2,6,4,2,3,16,15.7563,19980.53,4.2989,0.039628,16.4337,hybrid
1001000163,Dr. Margaret Thomas,Oncology,Miami,FL,Fentora,REP-111,TERR-06,2,7,10,5,6,16,20.431,19942.59,8.354,0.076629,22.1378,hybrid
1001000164,Dr. Richard Walker,Pain Management,Philadelphia,PA,Subsys,REP-109,TERR-05,2,6,7,6,3,8,17.2004,16386.94,6.529,0.059874,18.3234,hybrid
1001000165,Dr. Donna Johnson,Oncology,Houston,TX,Subsys,REP-107,TERR-04,2,6,11,8,7,20,15.2209,38888.14,8.9783,0.080886,16.5875,hybrid
1001000166,Dr. Kathleen Nguyen,Pain Management,Detroit,MI,Abstral,REP-101,TERR-01,2,5,5,2,1,25,12.3565,23477.59,4.5275,0.041032,12.9159,hybrid
1001000167,Dr. Amanda Wright,Pain Management,Miami,FL,Fentora,REP-103,TERR-02,2,5,13,9,6,10,14.2265,31012.55,8.6398,0.077631,15.4557,hybrid
1001000168,Dr. Ashley Perez,Internal Medicine,Los Angeles,CA,Subsys,REP-104,TERR-02,2,6,11,6,0,17,15.3694,19502.74,2.5204,0.023389,15.7568,hybrid
1001000169,Dr. David Lopez,Internal Medicine,Austin,TX,Actiq,REP-107,TERR-04,2,6,7,4,1,13,17.925,34715.47,4.4964,0.041706,18.731,hybrid
1001000170,Dr. Mary Ramirez,Anesthesiology,Columbus,OH,Subsys,REP-111,TERR-06,2,4,4,3,3,22,11.7098,27210.77,6.3239,0.05663,12.4503,hybrid
1001000171,Dr. Sharon Rodriguez,Oncology,Denver,CO,Fentora,REP-106,TERR-03,2,6,10,6,6,15,17.61,23235.93,7.9314,0.072369,19.0067,hybrid
1001000172,Dr. Mary Johnson,Pain Management,Detroit,MI,Fentora,REP-106,TERR-03,2,7,16,10,0,32,19.1594,36803.87,5.1754,0.048015,20.151,hybrid
1001000173,Dr. Kimberly Jones,Pain Management,Houston,TX,Abstral,REP-101,TERR-01,2,7,14,8,5,17,18.1834,28633.82,7.5382,0.069015,19.5541,hybrid
1001000174,Dr. Mary Rodriguez,Pain Management,Austin,TX,Fentora,REP-112,TERR-06,2,6,13,11,5,17,16.0379,31761.68,7.9071,0.071791,17.306,hybrid
1001000175,Dr. Nancy Clark,Palliative Care,Jacksonville,FL,Lazanda,REP-101,TERR-01,1,10,8,7,3,20,35.2318,65718.25,6.8524,0.064507,37.646,hybrid
1001000176,Dr. Nancy Carter,Oncology,Boston,MA,Subsys,REP-110,TERR-05,3,3,2,1,0,20,8.5434,9926.42,1.2774,0.01137,8.6525,hybrid
1001000177,Dr. Joseph Gonzalez,Pain Management,Atlanta,GA,Subsys,REP-111,TERR-06,1,8,16,11,1,20,21.8467,27069.63,7.1961,0.066547,23.4188,hybrid
1001000178,Dr. James Ramirez,Oncology,Boston,MA,Abstral,REP-110,TERR-05,2,5,5,5,3,25,14.2518,18946.01,6.2693,0.056931,15.1453,hybrid
1001000179,Dr. Kathleen Hall,Internal Medicine,Boston,MA,Fentora,REP-105,TERR-03,2,4,6,5,3,25,9.4835,13594.0,5.9893,0.052763,10.0515,hybrid
1001000180,Dr. Laura Johnson,Neurology,Nashville,TN,Lazanda,REP-111,TERR-06,2,7,11,8,6,24,18.2853,23977.1,7.6219,0.069775,19.679,hybrid
1001000181,Dr. Deborah Nguyen,Pain Management,Philadelphia,PA,Abstral,REP-109,TERR-05,2,4,9,5,2,17,11.3911,23590.04,5.0752,0.0456,11.9692,hybrid
1001000182,Dr. Barbara Adams,Family Practice,Nashville,TN,Abstral,REP-110,TERR-05,3,3,2,2,0,23,6.0421,12689.91,2.3301,0.019795,6.1829,hybrid
1001000183,Dr. Donna Lee,Pain Management,Charlotte,NC,Abstral,REP-103,TERR-02,3,3,4,3,0,13,6.9572,10499.39,3.0486,0.026306,7.1693,hybrid
1001000184,Dr. Donna Brown,Emergency Medicine,Miami,FL,Fentora,REP-104,TERR-02,2,4,2,1,2,13,10.3051,10304.8,3.0804,0.027692,10.6225,hybrid
1001000185,Dr. Ashley Moore,Family Practice,Jacksonville,FL,Fentora,REP-105,TERR-03,3,3,2,1,1,11,6.9361,6229.5,2.5559,0.022092,7.1134,hybrid
1001000186,Dr. Karen Campbell,Oncology,Seattle,WA,Subsys,REP-107,TERR-04,2,4,5,3,4,11,11.7549,24340.79,6.0403,0.054173,12.4649,hybrid
1001000187,Dr. Sharon Miller,Palliative Care,Las Vegas,NV,Subsys,REP-104,TERR-02,2,6,7,5,4,19,15.9823,18864.02,5.6419,0.051735,16.884,hybrid
1001000188,Dr. Lisa Thompson,Pain Management,Austin,TX,Subsys,REP-107,TERR-04,2,7,15,11,5,12,18.0246,32627.53,9.4458,0.085712,19.7271,hybrid
1001000189,Dr. Sarah Thompson,Pain Management,Charlotte,NC,Lazanda,REP-112,TERR-06,3,3,6,5,0,17,6.9753,17467.12,2.4358,0.02108,7.1452,hybrid
1001000190,Dr. Sandra Green,Internal Medicine,Jacksonville,FL,Fentora,REP-106,TERR-03,2,4,7,4,5,18,11.7833,28492.95,6.4344,0.057619,12.5415,hybrid
1001000191,Dr. Rebecca Martin,Neurology,Las Vegas,NV,Subsys,REP-108,TERR-04,2,4,4,2,3,26,10.0956,22650.82,5.2817,0.046938,10.6288,hybrid
1001000192,Dr. Dorothy Young,Neurology,Philadelphia,PA,Actiq,REP-110,TERR-05,3,3,3,2,0,24,6.002,10212.41,2.2171,0.018826,6.135,hybrid
1001000193,Dr. Joseph Mitchell,Anesthesiology,Portland,OR,Abstral,REP-109,TERR-05,3,3,4,3,1,9,8.7566,13546.49,3.2807,0.029019,9.0439,hybrid
1001000194,Dr. Michael Perez,Anesthesiology,Phoenix,AZ,Subsys,REP-107,TERR-04,2,7,10,8,5,5,18.0827,36534.83,7.8541,0.071785,19.5029,hybrid
1001000195,Dr. Lisa Sanchez,Palliative Care,Atlanta,GA,Abstral,REP-106,TERR-03,2,4,10,6,4,18,11.7364,12865.74,7.4564,0.066452,12.6116,hybrid
1001000196,Dr. Melissa Wright,Palliative Care,Portland,OR,Actiq,REP-105,TERR-03,2,5,4,2,1,11,14.7939,20766.04,5.2193,0.047731,15.566,hybrid
1001000197,Dr. Charles Anderson,Anesthesiology,Boston,MA,Fentora,REP-111,TERR-06,2,4,5,3,1,14,9.0407,9341.58,5.6581,0.04969,9.5523,hybrid
1001000198,Dr. Deborah Torres,Oncology,Detroit,MI,Abstral,REP-112,TERR-06,1,8,14,9,8,17,21.5677,39869.33,8.4761,0.077891,23.3958,hybrid
1001000199,Dr. Margaret Young,Palliative Care,Baltimore,MD,Actiq,REP-107,TERR-04,2,6,5,4,1,25,17.3308,21538.75,4.8771,0.045079,18.176,hybrid
1001000200,Dr. William Martin,Pain Management,Baltimore,MD,Subsys,REP-111,TERR-06,2,7,12,7,7,10,19.4111,46378.54,9.3791,0.08544,21.2316,hybrid
1001000201,Dr. Nancy Carter,Oncology,Columbus,OH,Subsys,REP-104,TERR-02,2,5,7,6,1,29,13.9091,28933.99,4.0686,0.037255,14.475,hybrid
1001000202,Dr. Kimberly Baker,Family Practice,Jacksonville,FL,Fentora,REP-112,TERR-06,2,6,8,5,1,23,16.8635,23188.8,3.884,0.036009,17.5185,hybrid
1001000203,Dr. Amanda Thompson,Pain Management,Columbus,OH,Subsys,REP-110,TERR-05,2,7,11,9,6,16,19.0689,48316.86,9.3572,0.085176,20.8532,hybrid
1001000204,Dr. Betty Allen,Orthopedics,Denver,CO,Fentora,REP-104,TERR-02,3,3,2,1,2,26,6.0771,9246.85,3.4332,0.029055,6.2857,hybrid
1001000205,Dr. Nancy Anderson,Palliative Care,Las Vegas,NV,Actiq,REP-103,TERR-02,2,6,12,8,6,20,15.9859,23373.49,8.336,0.075527,17.3185,hybrid
1001000206,Dr. Charles Garcia,Anesthesiology,Seattle,WA,Subsys,REP-106,TERR-03,2,7,6,4,1,26,18.4848,46144.55,5.1724,0.047903,19.4409,hybrid
1001000207,Dr. Barbara Nelson,Oncology,Denver,CO,Abstral,REP-103,TERR-02,2,5,12,10,6,28,12.3237,20500.55,8.2041,0.073143,13.3347,hybrid
1001000208,Dr. Joseph Martin,Palliative Care,Columbus,OH,Fentora,REP-103,TERR-02,2,7,7,4,4,14,18.9193,35498.88,6.994,0.064315,20.2425,hybrid
1001000209,Dr. Barbara Taylor,Palliative Care,Chicago,IL,Fentora,REP-107,TERR-04,2,4,3,2,1,27,9.6639,15059.28,2.9363,0.026261,9.9477,hybrid
1001000210,Dr. Nancy Walker,Pain Management,Denver,CO,Lazanda,REP-104,TERR-02,1,9,16,14,1,17,26.6023,24795.92,5.4307,0.051016,28.047,hybrid
1001000211,Dr. Karen Jackson,Oncology,Las Vegas,NV,Subsys,REP-106,TERR-03,2,5,8,3,0,22,12.4286,27535.43,3.5126,0.031993,12.8652,hybrid
1001000212,Dr. Elizabeth Anderson,Family Practice,Jacksonville,FL,Subsys,REP-107,TERR-04,2,5,6,2,1,12,13.6012,28065.81,3.0626,0.028129,14.0177,hybrid
1001000213,Dr. Margaret Carter,Anesthesiology,Nashville,TN,Lazanda,REP-103,TERR-02,2,5,8,3,1,10,13.0089,25930.91,4.0866,0.037246,13.5405,hybrid
1001000214,Dr. Nancy Williams,Oncology,Baltimore,MD,Subsys,REP-110,TERR-05,2,4,7,5,5,21,9.6089,20164.91,6.4579,0.056845,10.2294,hybrid
1001000215,Dr. Amanda Torres,Orthopedics,New York,NY,Subsys,REP-103,TERR-02,1,8,7,5,4,25,21.7843,30758.46,5.4378,0.050685,22.9689,hybrid
1001000216,Dr. Robert Miller,Orthopedics,Philadelphia,PA,Subsys,REP-102,TERR-01,2,6,4,2,1,14,17.8697,30942.57,2.5888,0.024221,18.3323,hybrid
1001000217,Dr. John Martinez,Internal Medicine,Phoenix,AZ,Actiq,REP-111,TERR-06,1,8,6,5,4,9,22.7812,51607.55,6.95,0.064455,24.3645,hybrid
1001000218,Dr. Thomas Davis,Neurology,Houston,TX,Subsys,REP-106,TERR-03,2,4,9,6,0,28,11.8768,28698.82,3.7265,0.033794,12.3194,hybrid
1001000219,Dr. Dorothy Campbell,Pain Management,Seattle,WA,Subsys,REP-110,TERR-05,2,4,9,6,3,13,9.8797,14457.53,7.1439,0.062856,10.5855,hybrid
1001000220,Dr. Emily Wilson,Oncology,Jacksonville,FL,Subsys,REP-111,TERR-06,2,4,6,3,0,26,9.6079,24696.37,4.2838,0.038066,10.0195,hybrid
1001000221,Dr. Laura Adams,Pain Management,Boston,MA,Subsys,REP-109,TERR-05,2,6,15,11,1,14,15.8377,15123.85,5.8791,0.053824,16.7688,hybrid
1001000222,Dr. Robert Rodriguez,Palliative Care,Jacksonville,FL,Actiq,REP-105,TERR-03,3,3,4,3,1,20,8.4153,12214.36,5.4267,0.047363,8.8719,hybrid
1001000223,Dr. John Johnson,Pain Management,Austin,TX,Fentora,REP-107,TERR-04,2,5,10,5,3,17,14.4835,27147.5,6.7682,0.061387,15.4638,hybrid
1001000224,Dr. Thomas Garcia,Pain Management,Boston,MA,Subsys,REP-110,TERR-05,2,4,7,4,1,19,11.5773,27186.35,4.723,0.042556,12.1241,hybrid
1001000225,Dr. James Taylor,Pain Management,Denver,CO,Abstral,REP-101,TERR-01,2,4,8,6,0,12,10.0025,23393.08,2.9736,0.026674,10.2999,hybrid
1001000226,Dr. Margaret Allen,Oncology,Chicago,IL,Abstral,REP-104,TERR-02,2,5,5,3,3,27,14.1214,17542.69,6.2645,0.056855,15.006,hybrid
1001000227,Dr. Sarah Adams,Pain Management,Charlotte,NC,Subsys,REP-106,TERR-03,1,8,15,7,0,27,22.2487,26918.55,4.0342,0.03788,23.1463,hybrid
1001000228,Dr. Sharon Garcia,Orthopedics,Los Angeles,CA,Lazanda,REP-111,TERR-06,3,3,2,2,0,25,7.6679,9441.79,2.838,0.024796,7.8855,hybrid
1001000229,Dr. Sandra Ramirez,Anesthesiology,Baltimore,MD,Abstral,REP-110,TERR-05,3,2,5,4,0,25,5.6672,12984.84,3.1102,0.026094,5.8435,hybrid
1001000230,Dr. Melissa Wright,Pain Management,Portland,OR,Subsys,REP-102,TERR-01,2,4,5,4,1,19,10.9965,18865.56,3.4944,0.031529,11.3808,hybrid
1001000231,Dr. Michael Williams,Internal Medicine,Charlotte,NC,Fentora,REP-110,TERR-05,3,3,2,1,0,24,7.5267,8150.18,0.8411,0.007397,7.59,hybrid
1001000232,Dr. Kathleen Johnson,Pain Management,Portland,OR,Subsys,REP-101,TERR-01,2,4,2,1,1,14,9.23,23416.46,4.1032,0.036353,9.6088,hybrid
1001000233,Dr. Charles Moore,Pain Management,Boston,MA,Lazanda,REP-106,TERR-03,2,5,8,4,3,26,12.8827,27250.87,7.2165,0.06482,13.8124,hybrid
1001000234,Dr. Margaret Johnson,Pain Management,Charlotte,NC,Abstral,REP-102,TERR-01,2,5,7,5,4,18,13.8155,24800.83,5.6417,0.051271,14.595,hybrid
1001000235,Dr. Patricia Campbell,Pain Management,New York,NY,Actiq,REP-103,TERR-02,1,10,16,12,10,21,27.2902,55588.83,10.1967,0.093821,30.0729,hybrid
1001000236,Dr. Barbara Clark,Orthopedics,Portland,OR,Fentora,REP-106,TERR-03,2,7,9,8,0,21,19.6221,22509.92,5.4469,0.050529,20.6908,hybrid
1001000237,Dr. Kimberly Allen,Oncology,Nashville,TN,Abstral,REP-101,TERR-01,2,4,5,3,4,30,9.8039,19196.26,6.0301,0.053275,10.395,hybrid
1001000238,Dr. Jessica Johnson,Family Practice,Columbus,OH,Subsys,REP-101,TERR-01,1,8,4,3,1,14,21.1566,35306.62,3.4646,0.032546,21.8896,hybrid
1001000239,Dr. Donna Scott,Neurology,Atlanta,GA,Subsys,REP-106,TERR-03,1,8,11,7,8,13,21.9247,26052.31,8.4061,0.077326,23.7677,hybrid
1001000240,Dr. Elizabeth Williams,Pain Management,Los Angeles,CA,Actiq,REP-105,TERR-03,1,8,15,10,7,20,21.5048,44153.88,9.6053,0.087814,23.5704,hybrid
1001000241,Dr. William Flores,Pain Management,Charlotte,NC,Lazanda,REP-103,TERR-02,2,4,9,7,2,15,11.1099,27198.63,6.3159,0.056327,11.8116,hybrid
1001000242,Dr. Patricia Lee,Neurology,Chicago,IL,Subsys,REP-101,TERR-01,2,7,10,10,2,16,19.5951,38903.33,5.8016,0.053729,20.7319,hybrid
1001000243,Dr. John Thompson,Oncology,New York,NY,Actiq,REP-110,TERR-05,2,5,11,7,2,14,13.9649,25221.93,6.1147,0.055493,14.8189,hybrid
1001000244,Dr. Laura Thomas,Neurology,Phoenix,AZ,Subsys,REP-111,TERR-06,2,4,10,6,4,13,11.3205,24053.87,6.9846,0.062201,12.1111,hybrid
1001000245,Dr. Thomas Jones,Oncology,Philadelphia,PA,Actiq,REP-110,TERR-05,2,5,12,9,8,24,14.8014,26465.45,10.2698,0.091849,16.3215,hybrid
1001000246,Dr. Donna Anderson,Neurology,Atlanta,GA,Fentora,REP-107,TERR-04,2,6,9,6,4,21,15.0043,37624.68,6.97,0.063299,16.0501,hybrid
1001000247,Dr. Karen Garcia,Neurology,Portland,OR,Subsys,REP-109,TERR-05,2,5,7,3,1,6,13.6705,18413.05,4.4624,0.040741,14.2805,hybrid
1001000248,Dr. Elizabeth Carter,Palliative Care,Columbus,OH,Abstral,REP-111,TERR-06,2,4,6,2,0,24,9.9542,20013.15,0.9627,0.00871,10.05,hybrid
1001000249,Dr. Michelle Green,Palliative Care,Las Vegas,NV,Subsys,REP-107,TERR-04,2,4,3,1,0,18,9.2563,16389.85,0.7388,0.006645,9.3247,hybrid
1001000250,Dr. Rebecca Ramirez,Oncology,Nashville,TN,Actiq,REP-112,TERR-06,2,6,5,4,1,27,15.6505,29139.41,5.0408,0.046292,16.4394,hybrid
1001000251,Dr. Rebecca Ramirez,Oncology,New York,NY,Actiq,REP-101,TERR-01,2,4,11,9,9,17,11.3943,15025.55,9.2098,0.081274,12.4437,hybrid
1001000252,Dr. Susan Martin,Neurology,Denver,CO,Subsys,REP-102,TERR-01,2,5,5,3,0,16,12.9491,25401.56,1.5141,0.013958,13.1451,hybrid
1001000253,Dr. Michael Wilson,Orthopedics,Columbus,OH,Actiq,REP-112,TERR-06,1,9,9,7,2,18,24.7767,49999.03,5.6335,0.052734,26.1725,hybrid
1001000254,Dr. Dorothy Hernandez,Pain Management,Nashville,TN,Abstral,REP-111,TERR-06,2,4,6,5,3,27,9.5386,16634.76,7.1959,0.063098,10.225,hybrid
1001000255,Dr. Margaret Hernandez,Palliative Care,Las Vegas,NV,Fentora,REP-109,TERR-05,2,7,12,10,4,33,18.2125,17346.17,7.2993,0.066905,19.5419,hybrid
1001000256,Dr. Donna Hall,Neurology,Phoenix,AZ,Fentora,REP-106,TERR-03,3,3,3,2,2,15,7.13,14291.98,5.5297,0.047357,7.5242,hybrid
1001000257,Dr. Jessica Walker,Pain Management,Seattle,WA,Actiq,REP-106,TERR-03,3,2,5,5,5,12,5.907,12228.65,8.5461,0.07054,6.4118,hybrid
1001000258,Dr. Linda Nelson,Palliative Care,Charlotte,NC,Abstral,REP-107,TERR-04,1,10,12,8,0,13,33.9014,59501.7,3.9757,0.037891,35.2492,hybrid
1001000259,Dr. Karen Gonzalez,Pain Management,Charlotte,NC,Fentora,REP-109,TERR-05,2,7,14,9,3,29,19.3108,33837.66,7.5437,0.069268,20.7675,hybrid
1001000260,Dr. Jennifer Torres,Palliative Care,Charlotte,NC,Subsys,REP-108,TERR-04,2,4,6,4,2,30,10.4451,18541.54,5.5878,0.049738,11.0287,hybrid
1001000261,Dr. Rebecca Martinez,Orthopedics,Philadelphia,PA,Subsys,REP-112,TERR-06,2,5,2,1,2,28,12.5321,26571.01,2.7895,0.025505,12.8816,hybrid
1001000262,Dr. Sharon Wilson,Neurology,Jacksonville,FL,Abstral,REP-101,TERR-01,3,3,8,7,5,19,6.1634,15842.77,6.6114,0.055325,6.5709,hybrid
1001000263,Dr. John Flores,Oncology,Miami,FL,Fentora,REP-112,TERR-06,2,5,11,7,1,27,12.5707,16279.05,5.0965,0.046129,13.2113,hybrid
1001000264,Dr. Rebecca King,Palliative Care,Nashville,TN,Subsys,REP-105,TERR-03,3,3,4,3,2,16,8.5193,20942.57,6.6349,0.057683,9.0845,hybrid
1001000265,Dr. Sarah Perez,Oncology,Philadelphia,PA,Subsys,REP-109,TERR-05,1,8,12,10,4,24,23.5414,42825.93,7.7397,0.071616,25.3635,hybrid
1001000266,Dr. Kimberly White,Pain Management,Denver,CO,Subsys,REP-104,TERR-02,2,5,5,4,0,17,14.2846,22953.31,2.4693,0.022815,14.6373,hybrid
1001000267,Dr. Amanda Garcia,Internal Medicine,Miami,FL,Subsys,REP-103,TERR-02,3,3,4,3,0,35,6.8909,7279.92,2.8986,0.024998,7.0906,hybrid
1001000268,Dr. Stephanie Robinson,Oncology,Phoenix,AZ,Subsys,REP-102,TERR-01,3,3,4,3,0,14,7.1704,8498.96,1.2007,0.010482,7.2565,hybrid
1001000269,Dr. Elizabeth Jones,Neurology,Detroit,MI,Subsys,REP-107,TERR-04,3,2,2,1,2,16,4.8134,9158.09,3.7645,0.030694,4.9946,hybrid
1001000270,Dr. Susan Moore,Oncology,Charlotte,NC,Abstral,REP-110,TERR-05,2,6,14,11,7,15,16.1787,18599.71,8.8602,0.080145,17.6122,hybrid
1001000271,Dr. Robert Perez,Neurology,Nashville,TN,Actiq,REP-107,TERR-04,2,4,10,7,3,14,9.7259,11790.74,6.3463,0.055952,10.3431,hybrid
1001000272,Dr. Michelle Smith,Internal Medicine,Nashville,TN,Abstral,REP-102,TERR-01,2,7,8,3,3,22,19.651,17988.28,3.8822,0.036276,20.4139,hybrid
1001000273,Dr. Patricia Williams,Family Practice,Denver,CO,Fentora,REP-107,TERR-04,2,4,6,5,4,15,10.8487,22747.09,6.3362,0.056394,11.5361,hybrid
1001000274,Dr. Ashley Garcia,Family Practice,Seattle,WA,Actiq,REP-107,TERR-04,1,8,5,4,1,14,22.2671,25127.24,4.4018,0.041263,23.2472,hybrid
1001000275,Dr. Karen Green,Oncology,Austin,TX,Actiq,REP-108,TERR-04,2,6,8,7,0,15,16.4201,31164.44,4.2212,0.039018,17.1132,hybrid
1001000276,Dr. Lisa Baker,Anesthesiology,Chicago,IL,Subsys,REP-112,TERR-06,2,4,9,7,0,16,11.4238,15226.72,3.1982,0.028984,11.7892,hybrid
1001000277,Dr. Susan Smith,Family Practice,Phoenix,AZ,Subsys,REP-112,TERR-06,1,8,6,5,5,12,23.1435,22391.36,6.106,0.056882,24.5566,hybrid
1001000278,Dr. Michael Flores,Palliative Care,Columbus,OH,Subsys,REP-101,TERR-01,3,3,8,5,3,24,6.6884,7229.64,6.1218,0.051886,7.0979,hybrid
1001000279,Dr. Susan Martin,Anesthesiology,Nashville,TN,Subsys,REP-108,TERR-04,2,5,12,9,9,19,14.7838,35268.0,8.3857,0.075612,16.0235,hybrid
1001000280,Dr. Nancy Robinson,Anesthesiology,Boston,MA,Abstral,REP-109,TERR-05,2,5,7,6,7,11,14.23,12753.55,7.6102,0.068691,15.3129,hybrid
1001000281,Dr. Laura Taylor,Oncology,Seattle,WA,Subsys,REP-102,TERR-01,2,5,10,8,3,13,12.51,21663.38,5.1111,0.046242,13.1494,hybrid
1001000282,Dr. Michael Miller,Pain Management,Portland,OR,Actiq,REP-107,TERR-04,1,8,12,9,9,15,22.1774,43701.97,10.855,0.098819,24.5848,hybrid
1001000283,Dr. Melissa Green,Pain Management,Las Vegas,NV,Lazanda,REP-106,TERR-03,1,8,11,9,1,23,23.2211,24440.23,7.2531,0.067226,24.9053,hybrid
1001000284,Dr. Mary Thomas,Pain Management,Las Vegas,NV,Lazanda,REP-111,TERR-06,2,6,8,6,2,17,15.7704,17657.39,7.3382,0.06673,16.9276,hybrid
1001000285,Dr. Thomas Martin,Oncology,Seattle,WA,Abstral,REP-104,TERR-02,2,5,12,8,1,13,12.1369,20745.54,4.3687,0.039568,12.6671,hybrid
1001000286,Dr. Carol Jones,Oncology,Baltimore,MD,Subsys,REP-109,TERR-05,2,6,7,5,6,17,15.0755,26585.46,7.0149,0.063712,16.133,hybrid
1001000287,Dr. Mary Anderson,Pain Management,Los Angeles,CA,Actiq,REP-107,TERR-04,1,8,14,12,7,20,21.0999,19112.05,10.033,0.091476,23.2169,hybrid
1001000288,Dr. Sharon Harris,Palliative Care,Nashville,TN,Subsys,REP-111,TERR-06,2,7,4,4,0,14,20.7169,39200.08,3.9944,0.037396,21.5445,hybrid
1001000289,Dr. Charles Hernandez,Neurology,Nashville,TN,Subsys,REP-105,TERR-03,2,4,4,3,2,18,10.4081,16328.02,4.7637,0.042543,10.9039,hybrid
1001000290,Dr. Joseph Smith,Neurology,Phoenix,AZ,Subsys,REP-105,TERR-03,1,9,13,9,0,25,24.6052,38269.92,4.6746,0.043941,25.7554,hybrid
1001000291,Dr. Carol Brown,Internal Medicine,Nashville,TN,Lazanda,REP-106,TERR-03,2,5,9,8,1,20,12.1166,24695.46,5.8204,0.052371,12.8219,hybrid
1001000292,Dr. Patricia Johnson,Orthopedics,Philadelphia,PA,Subsys,REP-109,TERR-05,2,5,6,6,2,23,13.4282,30473.3,4.7993,0.043698,14.0727,hybrid
1001000293,Dr. Dorothy Gonzalez,Oncology,Miami,FL,Fentora,REP-112,TERR-06,2,5,4,3,1,10,14.9483,24703.81,4.2197,0.038789,15.5791,hybrid
1001000294,Dr. Emily Allen,Pain Management,Austin,TX,Subsys,REP-102,TERR-01,2,4,8,7,5,18,9.012,16416.75,7.2505,0.063222,9.6654,hybrid
1001000295,Dr. Ashley Nelson,Orthopedics,Phoenix,AZ,Actiq,REP-108,TERR-04,2,4,2,2,0,28,9.4797,10770.83,2.7291,0.024387,9.7384,hybrid
1001000296,Dr. Carol Walker,Anesthesiology,Las Vegas,NV,Actiq,REP-111,TERR-06,2,7,13,9,8,13,19.9832,20817.17,9.0605,0.082766,21.7937,hybrid
1001000297,Dr. Kimberly Williams,Family Practice,Denver,CO,Fentora,REP-107,TERR-04,2,4,3,2,2,8,11.215,11680.02,4.3223,0.038918,11.6998,hybrid
1001000298,Dr. Nancy Martin,Pain Management,Atlanta,GA,Abstral,REP-104,TERR-02,2,5,6,4,3,25,14.3417,27188.43,5.4527,0.049716,15.1237,hybrid
1001000299,Dr. James Mitchell,Pain Management,Denver,CO,Abstral,REP-108,TERR-04,2,6,9,5,1,16,15.5444,37897.98,5.6779,0.051972,16.427,hybrid
1001000300,Dr. Jessica Baker,Pain Management,Baltimore,MD,Fentora,REP-105,TERR-03,1,8,9,7,0,21,22.7898,58911.58,3.1686,0.029903,23.5119,hybrid
1001000301,Dr. Nancy Davis,Anesthesiology,Charlotte,NC,Fentora,REP-105,TERR-03,3,3,4,3,3,9,8.2946,14996.84,6.5317,0.056654,8.8364,hybrid
1001000302,Dr. Kimberly Davis,Palliative Care,Las Vegas,NV,Subsys,REP-110,TERR-05,2,7,11,9,1,21,20.1984,32309.02,5.3007,0.049272,21.269,hybrid
1001000303,Dr. Patricia Gonzalez,Pain Management,Houston,TX,Abstral,REP-108,TERR-04,2,6,14,11,8,19,15.9263,35803.36,9.5412,0.085971,17.4459,hybrid
1001000304,Dr. Betty Nguyen,Oncology,Houston,TX,Lazanda,REP-101,TERR-01,2,5,7,4,2,21,13.6502,22810.74,5.1998,0.047312,14.36,hybrid
1001000305,Dr. Lisa Rodriguez,Oncology,Los Angeles,CA,Abstral,REP-111,TERR-06,2,7,11,9,7,20,18.5772,43517.81,9.8575,0.08942,20.4084,hybrid
1001000306,Dr. Dorothy Lopez,Oncology,Portland,OR,Fentora,REP-112,TERR-06,3,2,2,2,2,32,4.147,9701.27,5.1992,0.041037,4.3627,hybrid
